scraped_at,product_name,product_url,price,price_currency,price_unit,min_order_qty,supplier_name,supplier_location,supplier_url,product_image,description,category,verified_supplier,response_rate,years_in_business,source_url
2025-12-24T23:34:57.379312,Triplex High Pressure Plunger Pumps Equipment - Material: Ss 304,https://www.tradeindia.com/products/triplex-high-pressure-plunger-pumps-equipment-c2592233.html,118000.0,INR,Sets,1.0,,,,https://cpimg.tistatic.com/02592233/b/16/Triplex-High-Pressure-Plunger-Pumps-equipment.png,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.380401,Industrial Rubber Bellows - Color: Black,https://www.tradeindia.com/products/industrial-rubber-bellows-c3402603.html,400.0,INR,Units,1.0,,,,https://cpimg.tistatic.com/03402603/b/5/Industrial-Rubber-Bellows.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.380588,Industrial High Pressure Jet Pump - Flow Rate: 35 Lpm,https://www.tradeindia.com/products/industrial-high-pressure-jet-pump-c7917659.html,1250000.0,INR,Units,5.0,,,,https://cpimg.tistatic.com/07917659/b/4/Industrial-High-Pressure-Jet-Pump.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.380741,Iron Industrial Hydraulic Vane Pump,https://www.tradeindia.com/products/industrial-hydraulic-vane-pump-c7014208.html,12000.0,INR,Pieces,1.0,,,,https://cpimg.tistatic.com/07014208/b/4/Industrial-Hydraulic-Vane-Pump.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.380877,Dry Vacuum Pressure Pump - Color: Silver,https://www.tradeindia.com/products/dry-vacuum-pressure-pump-c306877.html,140000.0,INR,Units,1.0,,,,https://cpimg.tistatic.com/00306877/b/8/Dry-Vacuum-Pressure-Pump.jpeg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.381014,Industrial Water Ring Vacuum Pump - Color: Blue,https://www.tradeindia.com/products/industrial-water-ring-vacuum-pump-c7314768.html,20000.0,INR,Pieces,1.0,,,,https://cpimg.tistatic.com/07314768/b/4/Industrial-Water-Ring-Vacuum-Pump.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.381149,Industrial Dry Vacuum Pump,https://www.tradeindia.com/products/industrial-dry-vacuum-pump-9808207.html,42000.0,INR,Units,1.0,,,,https://tiimg.tistatic.com/fp/1/009/808/industrial-dry-vacuum-pump-207.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.381281,Industrial Horizontal Centrifugal Coupled Pumps Flow Rate: 780 Lpm,https://www.tradeindia.com/products/industrial-horizontal-centrifugal-coupled-pumps-c1228705.html,6500.0,INR,Sets,1.0,,,,https://cpimg.tistatic.com/01228705/b/7/Industrial-Horizontal-Centrifugal-Coupled-Pumps.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.381415,Vacuum Pump For Chemical Industry - Color: Sky Blue,https://www.tradeindia.com/products/vacuum-pump-for-chemical-industry-c10597903.html,170000.0,INR,Pieces,10.0,,,,https://cpimg.tistatic.com/10597903/b/4/Vacuum-Pump-For-Chemical-Industry..jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.381549,"Hand Air Pumps - Stainless Steel, High Pressure 8 Kgf/cm2 | High Efficiency, Easy Maintenance, Durable Heavy Duty Design, Non-sticking Operation",https://www.tradeindia.com/products/hand-air-pumps-c1251604.html,28000.0,INR,cm2,1.0,,,,https://cpimg.tistatic.com/01251604/b/4/Hand-Air-Pumps.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.381691,Industrial Hydraulic Gear Pumps - Material: Aluminium And Casting,https://www.tradeindia.com/products/industrial-hydraulic-gear-pumps-c8201320.html,16500.0,INR,Pieces,5.0,,,,https://cpimg.tistatic.com/08201320/b/4/Industrial-Hydraulic-Gear-Pumps.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.381829,Fuel Pump Casting Part,https://www.tradeindia.com/products/fuel-pump-casting-part-890742.html,,INR,,,,,,https://tiimg.tistatic.com/fp/1/890/fuel-pump-casting-part-742.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.382187,Industrial Transfer Pumps - Color: Grey,https://www.tradeindia.com/products/industrial-transfer-pumps-c483228.html,50000.0,INR,Units,1.0,,,,https://cpimg.tistatic.com/00483228/b/5/Industrial-Transfer-Pumps.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.382319,"Fuel Injection Gear Pumps - Best Grade Raw Materials, High Benchmark Quality Standards",https://www.tradeindia.com/products/fuel-injection-gear-pumps-2752766.html,,INR,,,,,,https://tiimg.tistatic.com/fp/1/002/752/fuel-injection-gear-pumps-766.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.382443,Red And Black Industrial Dowty Pumps,https://www.tradeindia.com/products/industrial-dowty-pumps-c7897016.html,,INR,Units,5.0,,,,https://cpimg.tistatic.com/07897016/b/4/Industrial-Dowty-Pumps.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.382564,Industrial High Pressure Triplex Plunger Pumps - Flow Rate: 17 Lpm,https://www.tradeindia.com/products/industrial-high-pressure-triplex-plunger-pumps-c3403455.html,40000.0,INR,Units,1.0,,,,https://cpimg.tistatic.com/03403455/b/7/Industrial-High-Pressure-Triplex-Plunger-Pumps.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.382701,Grey Industrial Multistage Recirculation Pumps,https://www.tradeindia.com/products/industrial-multistage-recirculation-pumps-4133407.html,250000.0,INR,Units,1.0,,,,https://tiimg.tistatic.com/fp/1/004/133/industrial-multistage-recirculation-pumps-407.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.382828,Ptfe Pump - Features: High Perfomance,https://www.tradeindia.com/products/ptfe-pump-c301680.html,10000.0,INR,Units,1.0,,,,https://cpimg.tistatic.com/00301680/b/11/PTFE-Pump.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.382956,Industrial Centrifugal Process Pumps Application: Submersible,https://www.tradeindia.com/products/industrial-centrifugal-process-pumps-c1528600.html,45000.0,INR,Pieces,1.0,,,,https://cpimg.tistatic.com/01528600/b/4/Industrial-Centrifugal-Process-Pumps.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.383082,Industrial Water Jet Cleaner Pump - Application: Maritime,https://www.tradeindia.com/products/industrial-water-jet-cleaner-pump-c10775573.html,400000.0,INR,Units,1.0,,,,https://cpimg.tistatic.com/10775573/b/4/Industrial-Water-Jet-Cleaner-Pump..jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.383206,Compressor Package Unit - Color: Gray,https://www.tradeindia.com/products/compressor-package-unit-c1324660.html,200000.0,INR,Boxes,1.0,,,,https://cpimg.tistatic.com/01324660/b/4/Compressor-Package-Unit.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.383334,"Industrial Water Ring Vacuum Pump - High Grade Material, Customizable Models | Reliable Performance For Diverse Applications",https://www.tradeindia.com/products/industrial-water-ring-vacuum-pump-1097914.html,,INR,,,,,,https://tiimg.tistatic.com/fp/1/001/097/industrial-water-ring-vacuum-pump-914.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.383462,"Industrial Gear Pumps - Cast Iron, High Efficiency Design | Enhanced Flow Rate, Durable Performance",https://www.tradeindia.com/products/industrial-gear-pumps-c5587303.html,3200.0,INR,Pieces,1.0,,,,https://cpimg.tistatic.com/05587303/b/5/Industrial-Gear-Pumps.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.383604,"Pressurejet High Pressure Reciprocating Pump - Stainless Steel, 1286x641x451 Mm, Blue, 1380 Bar Pressure | Semi-automatic, Includes High Pressure Teflon Seal, 445 Lpm Max Flow Rate, Hydro Blasting Applications",https://www.tradeindia.com/products/pressurejet-high-pressure-reciprocating-pump-for-industrial-max-flow-rate-445-c5302965.html,150000.0,INR,Units,1.0,,,,https://cpimg.tistatic.com/05302965/b/5/PressureJet-High-Pressure-Reciprocating-Pump-For-Industrial-Max-Flow-Rate-445.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.383749,"Kirloskar Centrifugal Pump - Stainless Steel, All Size, Blue | High-performance, Pneumatic Power, Versatile Industrial And Maritime Usage",https://www.tradeindia.com/products/kirloskar-centrifugal-pump-c6534461.html,,INR,Pieces,10.0,,,,https://cpimg.tistatic.com/06534461/b/4/Kirloskar-Centrifugal-Pump.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.383877,Rotary Gear Pumps For Oil Industry - Prism,https://www.tradeindia.com/products/rotary-gear-pumps-for-oil-industry-prism-2893541.html,,INR,,,,,,https://tiimg.tistatic.com/fp/1/002/893/rotary-gear-pumps-for-oil-industry-prism-541.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.383999,High Vacuum Booster System - Industrial Mechanical Booster Pumps - Color: Grey,https://www.tradeindia.com/products/high-vacuum-booster-system-industrial-mechanical-booster-pumps-c11339645.html,250000.0,INR,Units,1.0,,,,https://cpimg.tistatic.com/11339645/b/4/High-Vacuum-Booster-System-Industrial-Mechanical-Booster-Pumps..webp,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:34:57.384133,"Industrial Swimming Pool Pump - High Reinforced Engineering Thermal Plastic, Single Stage Design | High Pressure Performance, Corrosive-resistant Wet Ends",https://www.tradeindia.com/products/industrial-swimming-pool-pump-4841048.html,,INR,,,,,,https://tiimg.tistatic.com/fp/1/004/841/industrial-swimming-pool-pump-048.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
