scraped_at,product_name,product_url,price,price_currency,price_unit,min_order_qty,supplier_name,supplier_location,supplier_url,product_image,description,category,verified_supplier,response_rate,years_in_business,source_url
2025-12-24T23:47:35.917377,Black Jts-Ctss Series Ss Centrifugal Monoblock Pump,https://www.tradeindia.com/products/jts-ctss-series-ss-centrifugal-monoblock-pump-c9304620.html,7500.0,INR,Units,1.0,,,,,,search:industrial pumps,False,,2.0,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:47:35.918316,"Centrifugal Feed Water Pump - Capacity up to 2200mÂ³/hr, Head up to 150m, Discharge Size 25mm to 300mm, Temperature up to 350Â°C, Speed up to 3500rpm | Ideal for Hot & Cold Water Circulation, Marine, Refrigeration Applications",https://www.tradeindia.com/products/centrifugal-feed-water-pump-c9434392.html,12000.0,INR,hr,1.0,,,,,,search:industrial pumps,False,,2.0,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:47:35.918722,Honda Gx80 Petrol Engine Pumpset - Application: Submersible,https://www.tradeindia.com/products/honda-gx80-petrol-engine-pumpset-c7890689.html,15800.0,INR,Pieces,1.0,,,,,,search:industrial pumps,False,,4.0,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:47:35.918933,Ec240 Hydraulic Pump - Color: Red,https://www.tradeindia.com/products/ec240-hydraulic-pump-c9808895.html,,INR,,1000.0,,,,,,search:industrial pumps,False,,2.0,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:47:35.919553,10Hp Industrial Pump - Color: Grey,https://www.tradeindia.com/products/10hp-industrial-pump-c10329214.html,18000.0,INR,Unit,,Tech Systems,,,,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:47:35.919919,Industrial Pump - Discharge Pressure: 10 Lpm,https://www.tradeindia.com/products/industrial-pump-c11576543.html,20000.0,INR,Unit,,Deshanjay Exports Pvt. Ltd.,,,,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:47:35.920070,Industrial Industrial Monoblock Pump - Color: Blue,https://www.tradeindia.com/products/industrial-monoblock-pump-c3419540.html,8000.0,INR,Unit,,,,,,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:47:35.920230,"Electric Industrial Pump - 220-240 Volt Rated Voltage | Green Color, Designed for Heavy-Duty Use in Various Industries",https://www.tradeindia.com/products/electric-industrial-pump-c5455928.html,25000.0,INR,Unit,,Duty Use in Various Industries,,,,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:47:35.920383,Triplex High Pressure Plunger Pumps Equipment - Material: Ss 304,https://www.tradeindia.com/products/triplex-high-pressure-plunger-pumps-equipment-c2592233.html,118000.0,INR,Sets,1.0,,,,https://cpimg.tistatic.com/02592233/b/16/Triplex-High-Pressure-Plunger-Pumps-equipment.png,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
2025-12-24T23:47:35.920537,Industrial Rubber Bellows - Color: Black,https://www.tradeindia.com/products/industrial-rubber-bellows-c3402603.html,400.0,INR,Units,1.0,,,,https://cpimg.tistatic.com/03402603/b/5/Industrial-Rubber-Bellows.jpg,,search:industrial pumps,False,,,https://www.tradeindia.com/search.html/?keyword=industrial%20pumps&page=1
